modid,item_name,meta,nbt_base64
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh5BJQiJcoM+wFKmh7h0yOwaqU9vCc4GaeuNVybctfm/+Tab/pP6AE3wntVqBAC+v3602IHuQ8K0IEMLNH6R9BrgTTVZaIP3Oh7cwk3MGFsMk2CGGJglhimaAabFzAbp/4bAt64huvOIGI3lfM3hfKiMLV7FVJ2K5EAk1w7TaYRmqbJpQrwtqidE1hTZlUMjZJvq1OYT4oXS4qoFROWJ6tKRljSyykK8J5v0xVSXi+hQRKcOnBHpodIGxVERyfiRjF+Uz5lQ5hQ1sWjaojn5cdQLvztDOZHhzt+u4Lue4MqyKvpkgkjTB3LAFL65nlSmIumWe7Kh0izeKVw9IbLjck8sMqeWOH9SHCOXe7IDiKonqjNHYhRhaLc/TlUGhcEfm7tM6fwT5+BD6xGzYmX3+7vf3/3+/oP9bUJrhErbZP3zhS+E6ulgjAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHqJRh5BMQiJcoM+wFKmh7h0yOwaqU9vCcwGaeuNN15w1/b/9ttt+k/qAzTBe1GrEQD4/vrSYge6g4RpQYYWaPwi6TXAm2qy0Abvbfx4B7cxY2wxTIIZYmCWGKZoBshoNkT/FwK2sobILiMqHlvO1xjOh8rY4lZE1alIjtyJHKbTCM1SZdOEeFdUT4isKbIbh0bINtWpzSfEC6XFVQuIyhPVtSMtaWSVhfhANumLqS4X0bGIzh04I9JDpQ2KoyKS5Sey/Kq8z4Qyp6iJRdMWzdmPrV75wxnKiSzu/O0VfNcTXFlWRZ1MEGn6RA6YwnfXk8pUJN1yTzZUmsV7hasnRHZa7olF5tQS58+KY+RyT/YAUfVEdeFIjCIM7e7HqcqgMPhjc58pnX/hHHxoPWFWDOxheg/Te5jefz+9TWiNUGmbrH+88A0pZSCxiAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeIrv0MgjeIiCUW7QB1jK9BCXDpldIvXpLcFZ0bbeeGXCXZv/m2+z6T+pD9AE70ktBwDg+6tHix3o3iRMMzI0Q+MXSa8B3liThTZ4L8PbS7iIGWOLYRJMEAMzxzBF87CYpxZ5zfR/ZeBT2BDhcUSMxnK+AnF6p4wtXkVVnYpkRyTnDtNphGausnFCvCmqJ0TWFNmZQyNkm+rU5iPimdLiqgVE5Ynq1JGWNLLKQrwmm/TFVJeLaFdEhw6cEOk7pQ2KoyKS8T0ZPymfM6LMKWpi0bRFc/DtqGdeOEM5keHO367gu57g0rIqCmWCSNMbcsAUvrqeVKYi6ZZ7sqbSLP5RuHpCZPvlnhS95tQS54+K4689qAVE1RPVkSMxijC0mx+nKoPC4A/NVaZ0/o5T8KF1j1mxtNsN3m7wdoP/xQY3oTVApW2y+gHDB/V94HOQBwAA
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKi1yo8fQSjTyChyAkyg36AEuZHuLSIbNrpD69JTgbpO2VN15wt83/7bdp9p+sAmhD8KJXIwBQar102IXeQ8q0IEsLtKpM+i0IpoYcdCB4Gz/ewmXCmDiM0nCGGNolRhnaMW3iQVMMP5qWaC5iYrSOizWD86G2rvwUS30qkgOR3HjMZDHapc6nKfG2qJkQWVtk1x6NkV1mMldMiBfaiKsREFUgqitPOjLIOo/wnlw6EFNTLqJDEZ15cEZkhtpYFEdNJNuP/V1Vz5lQ7hUNsWg6ojn9ddQrf3hDNZHN3b/9gvI9wZVjXXbJhrGhT+SQKXr3PalNRdKr9mRDZXmyU7hmQmQn1Z44ZM4ccfGsOUGu9mQHEFVfVOeexDjGyG1fTl0GpUGN7V2uTfGFc1Bw9IR5Oar7ud3P7X5u//HctuFohNq4dP3Ywjd1ZSoSfAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeHyIRh7BE0Ki3KAPsJTpIS4dMrtE6tNbgrNB2nrjlQl3bf5vvs2m/6Q+QBO8F7UcAIDvrx4ttqFznzDNyNAMjV8k3QZ4Y00WWuC9DR9u4DpmjC2GSTBBDMwcwxTN44JprtZI7zcEvnUN0Z1FxGgs5ysOp31lbPEqpupUJHsiuXKYTiM0c5WNE+JNUT0hsqbILh0aIdtUpzYfEc+UFlctICpPVBeOtKSRVRbiHdmkJ6a6XET7Ijpx4IRI95U2KI6KSMYPZfy8fM6IMqeoiUXTEs3xj6NeeeEM5USG23+7gu96gkvLquiTCSJNH8gBU/juelKZiqRT7smaSrN4q3D1hMiOyj2xyJxa4vxZcYxc7skWIKquqE4diVGEod38OFUZFAZ/aG4zpfNPnIIPB0+YFSu729/d/u729x/sbxMOBqi0TVY/X/gCXSa454wHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeEp8hkYewUM4JMoN+gBLmR7itkNm10h9ektwNkipN16ZcNfm/+bbtP0n9QGa4D2r5QgAfH91abED3YeEKSNDGRq/THoN8KaaLLTBex0/3sJNzBhbDJNghhiYBYYpmqHKiwznuIb6v0PwrWyI8jwiRmO5WJE4Hyhjy1tx7U5FciCSa4fpNEKzUPk0Id4U1RMia4rsyqERsk11aosJcaa0uGoBUXmiunSkJY2s8hDvySZ9MdXlIjoU0akDZ0R6oLRxr3tHJONHMn5RPWdCuVPUxKJpi+bkx1Ev/O4M1USGO397BN/1BJeWVdkoE0SaPpADpvDN9WRnKpJutSdrKs3jrcLVEyI7rvbEInNqiYsnxTFytSdbgKh6ojpzJEYRhnbz4+zKoDT4Y3OXK1184hx8aA0xL9d2v8P7Hd7v8D/Z4Sa0Rqi0TVY/YfgCQHRqWpQHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeEp8hkYeQTEIiXKDPsBSpoe4dMjsGqlPbwnOBmnrjVcm3LX5v/k2m/6T+gBN8J7VagQAvr9+tNiB7iBhWpChBRq/SHoN8KaaLLTBex0/3MJNzBhbDJNghhiYJYYpmoHSOjWWNlD/dwi+lQ1RnkfEaCznaxLnQ2Vs8Squ6lQkByK5dphOIzRLlU0T4m1RPSGypsiuHBoh21SnNp8QL5QWVy0gKk9Ul460pJFVFuI92aQvprpcRIciOnXgjEgPlTYojopIxo9k/KJ8zoQyp6iJRdMWzcmPo1743RnKiQx3/nYF3/UEV5ZV0SgTRJo+kAOm8M31pDIVSbfckw2VZvFO4eoJkR2Xe2KRObXE+ZPiGLnckx1AVD1RnTkSowhDu/1xqjIoDP7Y3GVK5584Bx9aj5gVa7vf4f0O73f4n+xwE1ojVNom658wfAHy36fBlAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh7BQxAS5QZ9gKVMD3HpktkhUp/eEpwN0tYbr0y4a/N/8202/Sf1AZrgvajVEAB8f/3I2IHuQ0JmbqyZo/WLpNcAb6INQxu8t9HjLdzEhDFjmARTxMAuMEzRThQvKdsg/d8Q+NY1RHceGULLlK85nA2U5eJVTNWpSA5Ecu0wnUZoFyqbJIa2RfWEyJoiu3JohMSpTjkfG5orLa5aQFSeqC4dyUYjqSzEe8NJX0x1uYgORXTqwKkxeqC0RXFURDJ+JOMX5XPGJnOKmlg0bdGc/DjqlZbOUE5kuPO3K/iuJ7hiUkWfbBBp84EUkAnfXU8qU5F0yz3ZUGkW7xSunhDZcbknjEQpG8qfFcVI5Z7sAKLqierMkRhFGPL2x6nKoDD4I3uXKZ1/4gx8aD1hVqzsfn/3+7vf33+wv01oDVFpTtY/X/gCYDx804wHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeLrwFRp5BE8IiXKDPsBSpoe4dMjsEqlPbwnOBmkbL7wy4a7N/823aftP6gM0wXtRywEA+P7q0mIbOvcJ04wMzdD4RdJtgDfWZKEF3tvw4QauY8bYYpgEE8TAzDFM0TxmIWo1XZg11fuFgm9pQ6RnETEay/kKxWlfGVvciqw6FcmeSK4cptMIzVxl44R4U1RPiKwpskuHRsg21anNR8QzpcVVC4jKE9WFIy1pZFW8hTuySU9MdbmI9kV04sAJke4rbVAcFZGMH8r4efmcEWVOUROLpiWa4x9HvfLCGcqJDLf/9gi+6wkuLauiUiaINH0gB0zhu+tJZSqSTrknayrN4q3C1RMiOyr3xCJzaonzZ8UxcrknW4CouqI6dSRGEYZ28+NUZVAY/KG5zZTOP3EKPhw8YVYs7m6Ld1u82+J/s8VNOBig0jZZ/YjhC1cg68SYBwAA
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHqJRh7BQxAS5QZ8gKVMD3HpktkxUp/eEpgN0tYbb7zgrs3/zbdt+k/qAzTBe1WrIQD4/vqSsQPdx4TMwlizQOsXSa8B3kQbhjZ4b6OnO7iNCWPGMAlmiIFdYpiinaassg3R/4WArawhssvIEFqmfI3hfKAsF7ciqk5FcuSeyGE6jdAuVTZJDO2K6gmRNUV249AIiVOdcj42tFBaXLWAqDxRXTuSjUZSWYgPhpO+mOpyER2L6NyBM2P0QGmL4qiIZPxExq/K54xN5hQ1sWjaojn7cdSUPpyhnMhw52+v4Lue4IpJFXWyQaTNJ1JAJnx3PalMRdIt92RDpVm8V7h6QmSn5Z4wEqVsKH9RFCOVe7IHiKonqgtHYhRhyLsfpyqDwuCP7H2mdP6Fc/Ch9YxZsbCH7T1s72F7//32NqE1RKU5Wf944RuGa71diAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeHyIRh7BQxAS5QZ5gKVMD3HpkNklUp/eEpwN0tYbr0y4a/N/823a/pP6AE3wXtVqAAC+v7602IbOY8I0J0NzNH6RdBvgjTVZaIE3GT7dwW3MGFsMk2CKGJgFhimaCatsaTZI7zcEvnUN0V1ExGgs52sOZ31lbHErpupUJAciuXGYTiM0C5WNE+JtUT0hsqbIrh0aIdtUpzYfEc+VFlctICpPVFeOtKSxeAEhPpBNemKqy0V0KKIzB06JdF9pg+KoiGT8WMYvy+eMKHOKmlg0LdGc/jjqjZfOUE5kuP23R/BdT3BlWRV9MkGk6QM5YArfXU8qU5F0yj3ZUGkW7xSunhDZSbknFplTS5y/KI6Ryz3ZAUTVFdW5IzGKMLTbH6cqg8LgD819pnT+iTPw4egZs2Jl9/u739/9/v6D/W3C0QCVtsn65wtfgAOLk4wHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeIrv0MgjeAhCItygD7CU6SEuHTK7RurTW4KzQdp645UJd23+b75N239SH6AJ3lithgDg++tLix3oPiRMCzK0QOMXSa8B3lSThTZ4r6PHW7iJGWOLYRLMEAOzxDBFM05ZZXO1Yfq/MvAtbIjwPCJGYzlfgzgfKGOLW1FVpyI5EMm1w3QaoVmqbJoQb4vqCZE1RXbl0AjZpjq1+YR4obS4agFReaK6dKQljcULCPGebNIXU10uokMRnTpwRqQHShsUR0Uk40cyflE+Z0KZU9TEommL5uTHUS/87gzlRIY7f3sE3/UEV5ZVUSgTRJo+kAOm8M31pDIVSbfckw2VZvFO4eoJkR2Xe2KRObXE+bPiGLnckx1AVD1RnTkSowhDu/1xqjIoDP7I3GVK5584Bx9aT5gVS7vf4P0G7zf4X2xwE1pDVNom6x8wfAE64C51kAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh7BQxASxQv0AZYyPcSlQ2bXSH16S3A2SFtvvDLhrs3/zbfZ9J/UB2iC96SWQwDw/dWjxQ507xKmORmao/GLpNcAb6LJQhu819H9NVzFjLHFMAmmiIFZYJiieZ4iU7ZG+r8h8K1riO40IkZjOV9xOBsoY4tXMVWnItkTyaXDdBqhWahskhBviuoJkTVFduHQCNmmOrX5mHiutLhqAVF5ojp3pCWNrLIQb8kmfTHV5SLaF9GxA6dEeqC0QXFURDJ+IONn5XPGlDlFTSyatmiOfhz1wu/OUE5kuPO3K/iuJ7i0rIo+mSDS9IEcMIVvrieVqUi65Z6sqTSLtwpXT4jssNwTi8ypJc4fFcfI5Z5sAaLqierEkRhFGNrNj1OVQWHwR+YmUzr/xBn40HrArFjZ3f7u9ne3v/9gf5vQGqLSNln9fOELW2OvKYwHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeIrv0MgjeAhCotygD7CU6SEuXTI7ROrTW4KzIm298cqEuzb/t99mu/+kPkATvGe1HACA768eGdvQuU/IzIw1M7R+kXQb4I21YWiB9zp8uIHrmDBmDJNgghjYOYYp2hHOeZHhmun9ysCXsCHCs8gQWqZ8BeK0rywXr6KqTkWyJ5Irh+k0QjtX2TgxtCmqJ0TWFNmlQyMkTnXK+cjQTGlx1QKi8kR14Ug2GkllId4ZTnpiqstFtC+iEwdOjNF9pa372hWRLD+U5eflfUbm+8JqYtG0RHP8Y6sXWjhDOZHF7b8dwXc9wSWTKgplg0ibd6SATPjmelKZiqRT7smaSrN4q3D1hMiOyj1hJErZUP6kKEYq92QLEFVXVKeOxCjCkDcvpyqDwuAP7W2mdP6BU/Dh4BGzYmh3E7yb4N0E/4sJbsLBAJXmZPUDhk+WFmKGkAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeIrv0MgjeIhCosQEfYClTA9x6ZDZJVKf3hKcDdLWG69MuGvzf/NtNv0n9QGa4D2r5QAAfH/1aLED3buEaUaGZmj8Iuk1wBtrstAG7214fw1XMWNsMUyCCWJg5himaF6YLC7Mmun/ysC3sCHC04gYjeV8BeL0QRlbvIqqOhXJnkguHabTCM1cZeOEeFNUT4isKbILh0bINtWpzUfEM6XFVQuIyhPVuSMtaWSVhXhLNumLqS4X0b6Ijh04IdIPShsUR0Uk4wcyflY+Z0SZU9TEommL5ujHUa+8cIZyIsOdv13Bdz3BpWVVFMoEkaYP5IApfHc9qUxF0i33ZE2lWbxVuHpCZIflnlhkTi1x/qQ4Ri73ZAsQVU9UJ47EKMLQbn6cqgwKgz80N5nS+SdOwYfWI2bF0u42eLfBuw3+FxvchNYAlbbJ6gcMXygGN4+QBwAA
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh7BQxAS5QZ8gKVMD3HpkNk1gk9vG5wN0tYbr0y4a/N/8202/Sf1AZrgvajVEAB8v3i02IHuQ8K0IEMLNH6e9BrgTTRZaIP3Onq8hZuYMbYYJsEMMTBLDFM0U04tZRuk/xsC37qG6M4jYjSW1wWH84EyNn8VU3UqkgORXDtMpxGapcomCfG2qJ4QWVNkVw6NkG2qU7seEy+UFlctICpPVJeOtKSRVRbiPdmkL6a6XESHIjp14IxID5Q2KI6KSMaPZPyifM6YMqeoiUXTFs3Jj6Om/O4M5USGO3+7gu96givLKu+TCSJNH8gBU/jmelKZiqRb7smGSrN4p3D1hMiOyz2xyEW5ef2sOEYu92QHEFVPVGeOxCjC0G5/nKoMcoM/MneZ0utPnIMPrSfM8pXd7+9+f/f7+w/2twmtISptk+LnC187hjjzjAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHqJRh7BQxASJSboAyxleohLh8wukfr0luBskLbeeOMFd23+b75t039SH6AJ3rNaDQHA99eXFjvQvU+Y5mRojsYvkl4DvIkmC23w3kYPN3AdM8YWwySYIgZmgWGK5kUvLW2I/i8EfMsaIjuPiNFYztcYzgbK2OJWRNWpSA7cEzlMpxGahcomCfG2qJ4QWVNkVw6NkG2qU5uPiedKi6sWEJUnqktHWtLIKgvxjmzSF1NdLqJDEZ06cEqkB0obFEdFJONHMn5RPmdMmVPUxKJpi+bkx1GvvHSGciLDnb+9gu96givLqqiTCSJNH8gBU/juelKZiqRb7smGSrN4p3D1hMiOyz2xyJxa4vxJcYxc7skOIKqeqM4ciVGEod3+OFUZFAZ/ZG4zpfNPnIEPrUfMioXdb+9+e/fb+++3twmtISptk/WPF74AoyOTGogHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh7BQxAS5QZ9gKVMD3HbIbNLBJ/eEpwN0tYbr0y4a/N/8202/Sf1AZrgvajlEAB8f/1osQPdh4QpI0MZGr9Ieg3wJpostMF7Gz3ewk3MGFsMk2CKGJg5himaoVpkqDZI/zcEvnUN0Z1HxGgsr9YczgbK2OJVTNWpSA5Ecu0wnUZo5iqfJMTbonpCZE2RXTk0QrapTu1qTJwpLa5aQFSeqC4daUkjqzzEe7JJX0x1uYgORXTqwCmRHihtUBwVkYwfyfhF+Zwx5U5RE4umLZqTH0e98sIZyokMd/52Bd/1BJeWVdEnE0SaPpADpvDd9aQyFUm33JMNlebxTuHqCZEdl3tikTm1xKtnxTFyuSc7gKh6ojpzJEYRhnb741RlUBj8kbnLlV594gx8aD1hXqzsfn/3+7vf33+wv01oDVFpm6x/vvAF7IFruIwHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeEp8hkYewUMQEuEGfYClTA9h2yGzawSf3hKcDdLWG69MuGjS5v/222z7T+oDNMEbqeUAAHx/fWuxDZ3HhCkjQxkav0i6DfAmmiy0wHsbPt3BbcwYWwyTYIoYmAWGKZqRmmNWXBuo9zsE38qGKC8iYjSWV2sSZ31lbPEorupUJAciuXGYTiM0C5VPEuJtUT0hsqbIrh0aIdtUp3Y1Js6UFlctICpPVFeOtKSRVR7iA9mkJ6a6XESHIjpz4JRI95U27nVXRLL8WJZflvcZU+4UNbFoWqI5/bHVK787QzmRxe2/HcF3PcGlZVU0ygSRpg/kgCmcu55UpiLplHuyodI83ilcPSGyk3JPLDKnlnj1ojhGLvdkBxBVV1TnjsQowtBuf5yqDAqDPzT3udKrT5yBD0fPmBdju5/h/QzvZ/ifzHATjgaotE3WP2H4At+yz/iUBwAA
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeEp8hkYeQTEIiXKDPsBSpoe4dMjsEqlPbwnOBmnrjVcm3LX5v/k2m/6T+gBN8F7UaggAvr9+tNiGTj9hmpOhORq/SLoN8CaaLLTAexs93sFtzBhbDJNgihiYBYYpmj5mVi053UC93yH4VjZEeRERo7Gcr0mcDZSxxau4qlORHIjkxmE6jdAsVDZJiLdF9YTImiK7dmiEbFOd2nxMPFdaXLWAqDxRXTnSkkZWWYgPZJOemOpyER2K6MyBUyI9UNqgOCoiGT+W8cvyOWPKnKImFk1LNKc/jnrlpTOUExlu/+0KvusJriyrolEmiDR9IAdM4bvrSWUqkk65JxsqzeKdwtUTIjsp98Qic2qJ82fFMXK5JzuAqLqiOnckRhGGdvvjVGVQGPyRuc+Uzj9xBj4cPWFWrO1+h/c7vN/hf7LDTTgaotI2Wf+E4QsS19+2lAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kKRS7UeLrwFRp5BNQgJMoN+gBLmR7i0iWzQ6Q+vSU4G6RtvPDKhLs2/zffZtN/Uh+gCd6LWg0BwPfXj4xt6DwkZObGmjlav0i6DfAm2jC0wHsbPd7BbUwYM4ZJMEUM7ALDFG0/xIzVktIN1fuFgm9pQ6QXkSG0TPkaxdlAWS5eRVadiuRAJDcO02mEdqGySWJoW1RPiKwpsmuHRkic6pTzsaG50uKqBUTlierKkWw0kspCvDec9MRUl4voUERnDpwaowdKWxRHRSTjxzJ+WT5nbDKnqIlF0xLN6Y+jXmnpDOVEhtt/u4LveoIrJlVUygaRNh9IAZnw3fWkMhVJp9yTDZVm8U7h6gmRnZR7wkiUsqH8WVGMVO7JDiCqrqjOHYlRhCFvf5yqDAqDP7L9TOn8E2fgw9ETZsXi7rd4v8X7Lf43W9yEoyEqzcn6RwxfbJrx7ZgHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHqJRh7BQxAS5QZ8gKVMD3HpkNk1Up/eEpgN0tYbb7zgrs3/zbdt+k/qAzTBe1WrIQD4/vrSYge6jwnTggwt0PhF0muAN9FkoQ3e2+jpDm5jxthimAQzxMAsMUzRTEO06Ybo/0LAVtYQ2WVEjMZyvsZwPlDGFrciqk5FcuSeyGE6jdAsVTZJiHdF9YTImiK7cWiEbFOd2nxMvFBaXLWAqDxRXTvSkkZWWYgPZJO+mOpyER2L6NyBMyI9UNqgOCoiGT+R8avyOWPKnKImFk1bNGc/jpryhzOUExnu/O0VfNcTXFlWRZ1MEGn6RA6YwnfXk8pUJN1yTzZUmsV7hasnRHZa7olF5tQS5y+KY+RyT/YAUfVEdeFIjCIM7e7HqcqgMPgjc58pnX/hHHxoPWNWLOxhew/be9jef7+9TWgNUWmbrH+88A1DY7mHiAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeHyIRh7BQxAS5QZ8gKVMD3HpktkxUp/eEpwN0tYbr0y4a/N/823a/pP6AE3wXtRqCAC+v75k7ED3ISGzMNYs0PpF0muAN9GGoQ3e6+jxFm5iwpgxTIIZYmCXGKZopyFyihuk/xsC37qG6M4jQ2iZ8jWH84GyXNyKqToVyYFIrh2m0wjtUmWTxNC2qJ4QWVNkVw6NkDjVKedjQwulxVULiMoT1aUj2WgklYV4bzjpi6kuF9GhiE4dODNGD5S27mVXRDJ+JOMX5XPGJnOKmlg0bdGc/DhqSu/OUE5kuPO3R/BdT3DFpIo+2SDS5gMpIBO+uZ5UpiLplnuyodIs3ilcPSGy43JPGIlSNpQ/K4qRyj3ZAUTVE9WZIzGKMOTtj1OVQWHwR/YuUzr/xDn40HrCrFjZ/f7u93e/v/9gf5vQGqLSnKx/vvAF6KUTP4wHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2VzU7CQBSFL1IRiiw0MWp8h0b2bowEIQE36AMM5fYnDjPkzhioT+9UvRVs60Y3JuzanHO/nKTnpD5AE7yp2IwA4MbPHy12oHuXkF5qo5dofKf0GuDNpLbQBu9pPLiGq5gwthgmwRwxMCsMUzQzFGvExYen/6MHPoENBp5FmtBYynIjLpy2dq+MqlYZcsCQ88Im0wjNSqiJVjESY+p0BjUZdFEYIySbytRmD5qWQjKp1sAor5zJaokkVIgDvVb9cqZdnUGHDDopjHOt5SO9ICPKCh8f/VWK9m9SdPj4dMcyFNIU1xUSn/tFR3BjSbgymSDKG0AB6fC56EilypAuQy6/vty7K1XxUBi7VbZ6B8OOyz2xSJRaTdlE0Fbjag2M6pVzYRRhaKdZqFeJa1ZYzvXdAY7mj82tEjJ7dePyoXWPyo13v+T9kvdL/ldLbkJrhELaJP8hwxt3QKvmoAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeEp8hkYeQTQIiXKDPsBSpoe4dMjsGqlPbwnOBmnrjVcm3LX5v/k2m/6T+gBN8J7VagQAvr9+tNiB7n3CtCBDCzR+kfQa4E01WWiD9zp+uIWbmDG2GCbBDDEwSwxTNAPFmeK52kD93yH4VjZEeR4Ro7Gcr0mcD5Wxxau4qlORHIjk2mE6jdAsVTZNiLdF9YTImiK7cmiEbFOd2nxCvFBaXLWAqDxRXTrSkkZWWYgDsklfTHW5iA5FdOrAGZEeKm1QHBWRjB/J+EX5nAllTlETi6YtmpMfR73wuzOUExnu/O0KvusJriyrolEmiDR9IAdM4ZvrSWUqkm65JxsqzeKdwtUTIjsu98Qic2qJ8yfFMXK5JzuAqHqiOnMkRhGGdvvjVGVQGPyxucuUzj9xDj60HjEr1na/w/sd3u/wP9nhJrRGqLRN1j9h+AJwxHI0lAcAAA==
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS408Zj4Co08gmgQEuUGfIClTA9x6ZLZMVCf3hKcjVKqF16ZcNfm/+abNPkn9QHq4D2r1QAAfH/9yNiC9n1CZm6smaP1i6RTA2+sDUMTvJfhwy3cxIQxY5gEU8TALjBM0fYUZYpmKtxQ3V8o+JTWRHoWGULLlK9RnPWV5eJVZLtTkRyI5MphOo3QLlQ2Tgx9FVUTIquL7NKhERKnOuV8ZGiutLgqAVF5orpwJBuNpLIQe4aTrpiqchEdiujUgVNjdF9pi+LYEcn4kYyfl/eMTOYUFbFomqI5+bZqQm/OUE5kuPW3T/BdT3DFpIpK2SDSZokUkAlfXU92piJpl3uyodIs3ipcNSGy43JPGIlSNpQ/KYqRyj3ZAkTVEdW1uxmMIgx5Qoi8TIu9TvYDAoXPH9q7TOn8HWfgQ+MRs+KM9ze9v+n9Tf/Tm65DY4BKc7L+ScMHWwjirbQHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeLrwFRp5BNEgJMoN+gBLmR7i0iGza6Q+vSU4G6RtvPDKhLs2/zffpu0/qQ/QBO9ZrUYA4PvrS4sd6N4nTAsytEDjF0mvAd5Uk4U2eK/jh1u4iRlji2ESzBADs8QwRTNQnCmeK9xQ/V8o+JY2RHoeEaOxnK9RnA+VscWtyKpTkRyI5NphOo3QLFU2TYi3RfWEyJoiu3JohGxTndp8QrxQWly1gKg8UV060pJGVlmIA7JJX0x1uYgORXTqwBmRHipt3PuuiGT8SMYvyudMKHOKmlg0bdGc/Djqhd+doZzIcOdvj+C7nuDKsioqZYJI0wdywBS+uZ5UpiLplnuyodIs3ilcPSGy43JPLDKnljh/Uhwjl3uyA4iqJ6ozR2IUYWi3P05VBoXBH5u7TOn8E+fgQ+sRs2Jx91u83+L9Fv+bLW5Ca4RK22T9I4YvnKsOEJgHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2V207CQBCGB6kIRS7UeLrwFRp5BNEgJMoN+gBLmR7i0iGza6Q+vSU4G6RtvPDKhLs2/zffZtN/Uh+gCd6zWo0AwPfXjxY70L1PmBZkaIHGL5JeA7ypJgtt8F7HD7dwEzPGFsMkmCEGZolhimagOFM8V9GG6v9Cwbe0IdLziBiN5XyN4nyojC1eRVadiuRAJNcO02mEZqmyaUK8LaonRNYU2ZVDI2Sb6tTmE+KF0uKqBUTlierSkZY0sspCHJBN+mKqy0V0KKJTB86I9FBpg+KoiGT8SMYvyudMKHOKmlg0bdGc/Djqhd+doZzIcOdvV/BdT3BlWRWVMkGk6QM5YArfXE8qU5F0yz3ZUGkW7xSunhDZcbknFplTS5w/KY6Ryz3ZAUTVE9WZIzGKMLTbH6cqg8Lgj81dpnT+iXPwofWIWbG4+y3eb/F+i//NFjehNUKlbbL+EcMXD5aG4ZgHAAA=
Forestry,beeLarvaeGE,0,H4sIAAAAAAAA/+2VTU/CQBCGB6kIRQ5q/PoTjfwEP4KQKBfU+1KmH3HpkNk1Un+9bXA2SNuTFw/c2rzPPptJ30l9gDZ4z2o9BgDfLx8t9qB/nzAtydASjV8kgxZ4M00WuuC9Th5u4CpmjC2GSTBHDMwKwxTNG8ZqAwybAfhRtUR1HhGjsZyXFC5GytjiVTz1qUgORHLtMJ1GaFYqmyXE26JmQmRtN5xDI2Sb6tTmU+Kl0m64JkBUnqguHWlJI6ssxDuyyVBMTbmIDkV06sA5kR4pbVAcNZEcP5LjF9V7ppQ5RUMsmq5oTn5d9cIfzlBN5HDvbyP4rie4tqyKNpkg0vSJHDCF764ntalI+tWebKg0i3cK10yI7LjaE4vMqSXOnxTHyNWe7ACiGojqzJEYRRja7Y9Tl0Fh8CfmNlM6/8IF+NB5xKxY1/3u7nd3v7v/fHfb0Bmj0jYpf7rwDbnya6uEBwAA
